sample_id,predicted_label,confidence,primary_evidence,reviewer_flag
g8_public_test__000000,real,0.983364,text,False
g8_public_test__000001,real,0.995496,image,False
g8_public_test__000002,fake,0.999133,image_text_relation,False
g8_public_test__000003,fake,0.997935,image_text_relation,False
g8_public_test__000004,real,0.995778,image,False
g8_public_test__000005,real,0.995117,image,False
g8_public_test__000006,fake,0.998365,image_text_relation,False
g8_public_test__000007,fake,0.999014,image_text_relation,True
g8_public_test__000008,fake,0.999279,image_text_relation,False
g8_public_test__000009,real,0.994299,image,True
g8_public_test__000010,real,0.995056,image_text_relation,False
g8_public_test__000011,real,0.994555,image,False
g8_public_test__000012,fake,0.998601,image_text_relation,False
g8_public_test__000013,real,0.99233,image,True
g8_public_test__000014,real,0.73618,text,False
g8_public_test__000015,real,0.995495,image,False
g8_public_test__000016,fake,0.994867,image_text_relation,False
g8_public_test__000017,fake,0.998778,image_text_relation,False
g8_public_test__000018,real,0.994998,image,False
g8_public_test__000019,real,0.99653,image,False
g8_public_test__000020,fake,0.991592,image,False
g8_public_test__000021,real,0.996347,image,False
g8_public_test__000022,fake,0.818705,image,False
g8_public_test__000023,real,0.995483,image,False
g8_public_test__000024,real,0.996254,image,False
g8_public_test__000025,real,0.995732,image,False
g8_public_test__000026,fake,0.998451,image_text_relation,False
g8_public_test__000027,real,0.995966,image,False
g8_public_test__000028,real,0.96445,image_text_relation,False
g8_public_test__000029,fake,0.999047,image_text_relation,False
g8_public_test__000030,real,0.996236,image,False
g8_public_test__000031,real,0.995365,image,False
g8_public_test__000032,real,0.995915,image,True
g8_public_test__000033,real,0.99217,image_text_relation,False
g8_public_test__000034,fake,0.991142,image,False
g8_public_test__000035,real,0.996592,image_text_relation,False
g8_public_test__000036,fake,0.998937,image_text_relation,False
g8_public_test__000037,fake,0.9992,image_text_relation,False
g8_public_test__000038,fake,0.999077,image_text_relation,False
g8_public_test__000039,real,0.99208,image_text_relation,False
g8_public_test__000040,real,0.995404,image,False
g8_public_test__000041,fake,0.950316,image,True
g8_public_test__000042,real,0.995236,image,False
g8_public_test__000043,fake,0.999111,image_text_relation,False
g8_public_test__000044,fake,0.589912,uncertain,True
g8_public_test__000045,fake,0.999414,image_text_relation,False
g8_public_test__000046,fake,0.99492,image_text_relation,False
g8_public_test__000047,fake,0.783718,text,False
g8_public_test__000048,fake,0.990362,image_text_relation,False
g8_public_test__000049,fake,0.998923,image_text_relation,False
g8_public_test__000050,fake,0.998819,image_text_relation,True
g8_public_test__000051,real,0.994455,image_text_relation,False
g8_public_test__000052,fake,0.845895,image,False
g8_public_test__000053,real,0.992019,image,True
g8_public_test__000054,real,0.995999,image,False
g8_public_test__000055,fake,0.848648,image_text_relation,False
g8_public_test__000056,real,0.804493,image,False
g8_public_test__000057,fake,0.998888,image_text_relation,False
g8_public_test__000058,real,0.995117,image_text_relation,False
g8_public_test__000059,fake,0.990849,image_text_relation,False
g8_public_test__000060,fake,0.999001,image_text_relation,False
g8_public_test__000061,fake,0.999072,image_text_relation,False
g8_public_test__000062,fake,0.987245,image_text_relation,False
g8_public_test__000063,real,0.981085,image,True
g8_public_test__000064,real,0.990537,image,True
g8_public_test__000065,fake,0.830824,image,False
g8_public_test__000066,fake,0.989126,image_text_relation,False
g8_public_test__000067,real,0.996165,image,False
g8_public_test__000068,real,0.995783,image_text_relation,False
g8_public_test__000069,real,0.954723,text,False
g8_public_test__000070,real,0.93913,image,False
g8_public_test__000071,real,0.977542,image,False
g8_public_test__000072,real,0.993171,image_text_relation,False
g8_public_test__000073,real,0.924531,image,True
g8_public_test__000074,real,0.99481,image,False
g8_public_test__000075,fake,0.942177,image,False
g8_public_test__000076,real,0.748245,image,False
g8_public_test__000077,fake,0.999116,image_text_relation,False
g8_public_test__000078,real,0.996494,image,False
g8_public_test__000079,real,0.993952,image,True
g8_public_test__000080,fake,0.966357,image_text_relation,False
g8_public_test__000081,real,0.995365,image,False
g8_public_test__000082,real,0.994792,image,False
g8_public_test__000083,real,0.98635,image,False
g8_public_test__000084,real,0.812311,image_text_relation,False
g8_public_test__000085,fake,0.958227,image,True
g8_public_test__000086,fake,0.998926,image_text_relation,False
g8_public_test__000087,fake,0.998084,image_text_relation,False
g8_public_test__000088,fake,0.608631,uncertain,True
g8_public_test__000089,fake,0.998868,image_text_relation,False
g8_public_test__000090,real,0.995297,image,False
g8_public_test__000091,real,0.995157,image,False
g8_public_test__000092,real,0.98696,image_text_relation,False
g8_public_test__000093,real,0.995928,image,False
g8_public_test__000094,fake,0.8205,image,True
g8_public_test__000095,fake,0.998803,image_text_relation,True
g8_public_test__000096,real,0.933124,image,True
g8_public_test__000097,real,0.994837,image,False
g8_public_test__000098,real,0.995703,image,False
g8_public_test__000099,fake,0.999093,image_text_relation,False
g8_public_test__000100,fake,0.999327,image_text_relation,False
g8_public_test__000101,real,0.996412,image_text_relation,False
g8_public_test__000102,real,0.99589,image,False
g8_public_test__000103,fake,0.999298,image_text_relation,False
g8_public_test__000104,real,0.959093,image_text_relation,False
g8_public_test__000105,fake,0.5957,uncertain,True
g8_public_test__000106,real,0.995707,image,True
g8_public_test__000107,fake,0.99657,image,False
g8_public_test__000108,fake,0.998961,image_text_relation,False
g8_public_test__000109,real,0.989564,text,False
g8_public_test__000110,fake,0.999153,image_text_relation,False
g8_public_test__000111,fake,0.616417,uncertain,True
g8_public_test__000112,fake,0.559504,uncertain,True
g8_public_test__000113,real,0.996101,image,False
g8_public_test__000114,real,0.995416,image,False
g8_public_test__000115,real,0.992878,image,True
g8_public_test__000116,fake,0.983961,image,True
g8_public_test__000117,fake,0.998775,image_text_relation,True
g8_public_test__000118,fake,0.998949,image_text_relation,True
g8_public_test__000119,real,0.995979,image,False
g8_public_test__000120,real,0.996075,image,False
g8_public_test__000121,fake,0.999039,image_text_relation,False
g8_public_test__000122,real,0.996066,image,False
g8_public_test__000123,fake,0.98921,image_text_relation,False
g8_public_test__000124,fake,0.98669,text,False
g8_public_test__000125,real,0.995387,image_text_relation,False
g8_public_test__000126,fake,0.998868,image_text_relation,False
g8_public_test__000127,fake,0.999027,image_text_relation,False
g8_public_test__000128,fake,0.996193,text,False
g8_public_test__000129,fake,0.993301,image,False
g8_public_test__000130,real,0.995514,image_text_relation,False
g8_public_test__000131,fake,0.999007,image_text_relation,True
g8_public_test__000132,fake,0.998661,image_text_relation,False
g8_public_test__000133,real,0.98299,image,False
g8_public_test__000134,real,0.902568,image,True
g8_public_test__000135,fake,0.999347,image_text_relation,False
g8_public_test__000136,real,0.996574,image,False
g8_public_test__000137,real,0.995657,image,False
g8_public_test__000138,fake,0.99905,image_text_relation,False
g8_public_test__000139,fake,0.997774,image_text_relation,False
g8_public_test__000140,fake,0.996225,image,False
g8_public_test__000141,fake,0.53887,uncertain,True
g8_public_test__000142,real,0.994624,image,False
g8_public_test__000143,fake,0.990273,image_text_relation,False
g8_public_test__000144,real,0.995783,image,False
g8_public_test__000145,fake,0.999087,image_text_relation,False
g8_public_test__000146,real,0.995404,image,False
g8_public_test__000147,fake,0.984152,image_text_relation,False
g8_public_test__000148,real,0.995994,image_text_relation,False
g8_public_test__000149,fake,0.999361,image_text_relation,False
g8_public_test__000150,fake,0.998924,image_text_relation,False
g8_public_test__000151,fake,0.998616,image_text_relation,False
g8_public_test__000152,real,0.99537,image,False
g8_public_test__000153,fake,0.998701,image,False
g8_public_test__000154,fake,0.998967,image_text_relation,False
g8_public_test__000155,real,0.992786,image_text_relation,False
g8_public_test__000156,fake,0.999056,image_text_relation,False
g8_public_test__000157,fake,0.537438,uncertain,True
g8_public_test__000158,fake,0.970127,image,False
g8_public_test__000159,fake,0.999037,image_text_relation,False
g8_public_test__000160,real,0.995121,image_text_relation,False
g8_public_test__000161,real,0.901319,image,False
g8_public_test__000162,fake,0.993723,image_text_relation,False
g8_public_test__000163,real,0.991746,image_text_relation,False
g8_public_test__000164,fake,0.999015,image_text_relation,False
g8_public_test__000165,fake,0.827971,image,False
g8_public_test__000166,real,0.995464,image_text_relation,False
g8_public_test__000167,fake,0.996982,image,False
g8_public_test__000168,fake,0.971669,text,False
g8_public_test__000169,real,0.99457,image,False
g8_public_test__000170,fake,0.998734,image_text_relation,False
g8_public_test__000171,fake,0.66025,image,True
g8_public_test__000172,fake,0.999359,image_text_relation,False
g8_public_test__000173,fake,0.998476,image_text_relation,True
g8_public_test__000174,real,0.952923,image_text_relation,False
g8_public_test__000175,fake,0.807433,image,False
g8_public_test__000176,fake,0.999365,image_text_relation,False
g8_public_test__000177,fake,0.997801,image_text_relation,False
g8_public_test__000178,real,0.995662,image,False
g8_public_test__000179,fake,0.837504,text,False
g8_public_test__000180,real,0.995967,image,False
g8_public_test__000181,fake,0.827544,image_text_relation,False
g8_public_test__000182,real,0.906549,image,True
g8_public_test__000183,real,0.995827,image,False
g8_public_test__000184,fake,0.987201,image_text_relation,False
g8_public_test__000185,fake,0.998146,image_text_relation,False
g8_public_test__000186,real,0.995132,image_text_relation,False
g8_public_test__000187,fake,0.999207,image_text_relation,False
g8_public_test__000188,real,0.994818,image,True
g8_public_test__000189,fake,0.748127,image,False
g8_public_test__000190,real,0.960183,image_text_relation,False
g8_public_test__000191,real,0.995803,image,False
g8_public_test__000192,fake,0.999016,image_text_relation,True
g8_public_test__000193,fake,0.999078,image_text_relation,False
g8_public_test__000194,real,0.99227,image,True
g8_public_test__000195,real,0.992807,image_text_relation,False
g8_public_test__000196,real,0.855307,text,False
g8_public_test__000197,fake,0.998887,image_text_relation,False
g8_public_test__000198,real,0.996155,image_text_relation,False
g8_public_test__000199,fake,0.998779,image,False
g8_public_test__000200,real,0.756908,image,False
g8_public_test__000201,fake,0.999048,image_text_relation,False
g8_public_test__000202,real,0.93002,image,False
g8_public_test__000203,real,0.995496,image_text_relation,False
g8_public_test__000204,fake,0.986673,image,False
g8_public_test__000205,fake,0.988217,image_text_relation,False
g8_public_test__000206,fake,0.99185,image_text_relation,False
g8_public_test__000207,fake,0.997438,image_text_relation,False
g8_public_test__000208,real,0.969052,image,True
g8_public_test__000209,fake,0.957736,image_text_relation,False
g8_public_test__000210,real,0.996549,image,False
g8_public_test__000211,fake,0.998973,image_text_relation,False
g8_public_test__000212,real,0.98756,image_text_relation,False
g8_public_test__000213,fake,0.998913,image_text_relation,False
g8_public_test__000214,real,0.996064,image,False
g8_public_test__000215,fake,0.999041,image_text_relation,False
g8_public_test__000216,real,0.99502,image_text_relation,False
g8_public_test__000217,fake,0.996378,image_text_relation,False
g8_public_test__000218,real,0.995783,image,False
g8_public_test__000219,fake,0.986769,image_text_relation,False
g8_public_test__000220,fake,0.994699,image_text_relation,False
g8_public_test__000221,fake,0.914087,text,False
g8_public_test__000222,real,0.594763,uncertain,True
g8_public_test__000223,fake,0.998278,image_text_relation,False
g8_public_test__000224,fake,0.994709,image_text_relation,False
g8_public_test__000225,real,0.995721,image,False
g8_public_test__000226,real,0.99576,image_text_relation,False
g8_public_test__000227,real,0.995073,image_text_relation,False
g8_public_test__000228,real,0.995365,image,False
g8_public_test__000229,fake,0.99908,image_text_relation,True
g8_public_test__000230,fake,0.997947,image_text_relation,False
g8_public_test__000231,fake,0.99905,image_text_relation,False
g8_public_test__000232,real,0.995688,image,False
g8_public_test__000233,fake,0.999054,image_text_relation,False
g8_public_test__000234,fake,0.99198,image_text_relation,False
g8_public_test__000235,fake,0.991158,image_text_relation,False
g8_public_test__000236,fake,0.869735,image,False
g8_public_test__000237,fake,0.999301,image_text_relation,False
g8_public_test__000238,fake,0.996865,image,False
g8_public_test__000239,real,0.994024,image_text_relation,False
g8_public_test__000240,fake,0.998846,image_text_relation,False
g8_public_test__000241,real,0.994813,image_text_relation,False
g8_public_test__000242,real,0.996079,image_text_relation,False
g8_public_test__000243,fake,0.970898,image_text_relation,False
g8_public_test__000244,real,0.993458,image_text_relation,False
g8_public_test__000245,fake,0.999438,image_text_relation,False
g8_public_test__000246,fake,0.999119,image_text_relation,False
g8_public_test__000247,fake,0.999185,image_text_relation,False
g8_public_test__000248,fake,0.999036,image_text_relation,False
g8_public_test__000249,real,0.995955,image,False
g8_public_test__000250,real,0.98585,image_text_relation,False
g8_public_test__000251,real,0.995588,image,False
g8_public_test__000252,fake,0.997743,image_text_relation,False
g8_public_test__000253,real,0.995526,image_text_relation,False
g8_public_test__000254,fake,0.57854,uncertain,True
g8_public_test__000255,fake,0.828187,image,True
g8_public_test__000256,real,0.995265,image,True
g8_public_test__000257,real,0.99707,image_text_relation,False
g8_public_test__000258,real,0.995011,image,False
g8_public_test__000259,fake,0.997728,image,False
g8_public_test__000260,real,0.99568,image_text_relation,False
g8_public_test__000261,fake,0.632152,text,True
g8_public_test__000262,fake,0.997798,image_text_relation,False
g8_public_test__000263,fake,0.999197,image_text_relation,False
g8_public_test__000264,fake,0.994526,image,False
g8_public_test__000265,fake,0.998951,image_text_relation,False
g8_public_test__000266,real,0.995827,image_text_relation,False
g8_public_test__000267,fake,0.998514,image_text_relation,False
g8_public_test__000268,real,0.995503,image,False
g8_public_test__000269,real,0.995813,image,False
g8_public_test__000270,fake,0.991922,image_text_relation,False
g8_public_test__000271,real,0.986189,image,False
g8_public_test__000272,fake,0.999022,image_text_relation,False
g8_public_test__000273,fake,0.999485,image_text_relation,False
g8_public_test__000274,real,0.93722,image,True
g8_public_test__000275,real,0.995424,image_text_relation,False
g8_public_test__000276,fake,0.969172,text,False
g8_public_test__000277,real,0.993233,image_text_relation,False
g8_public_test__000278,real,0.996081,image,False
g8_public_test__000279,fake,0.999126,image_text_relation,False
g8_public_test__000280,real,0.960904,image,True
g8_public_test__000281,real,0.995062,image_text_relation,False
g8_public_test__000282,fake,0.99898,image_text_relation,False
g8_public_test__000283,fake,0.998998,image_text_relation,False
g8_public_test__000284,real,0.983837,text,False
g8_public_test__000285,fake,0.993796,image_text_relation,False
g8_public_test__000286,real,0.991099,image_text_relation,False
g8_public_test__000287,real,0.995107,image_text_relation,False
g8_public_test__000288,real,0.949688,image_text_relation,False
g8_public_test__000289,fake,0.996281,image,False
g8_public_test__000290,real,0.993823,image,False
g8_public_test__000291,fake,0.996093,image_text_relation,False
g8_public_test__000292,fake,0.999349,image_text_relation,False
g8_public_test__000293,fake,0.997936,image_text_relation,False
g8_public_test__000294,real,0.995107,image_text_relation,False
g8_public_test__000295,real,0.993503,image,False
g8_public_test__000296,fake,0.999102,image_text_relation,False
g8_public_test__000297,real,0.994905,image,True
g8_public_test__000298,real,0.996477,image_text_relation,False
g8_public_test__000299,fake,0.944085,image,True
g8_public_test__000300,fake,0.999022,image_text_relation,True
g8_public_test__000301,real,0.995083,image_text_relation,False
g8_public_test__000302,fake,0.998778,image_text_relation,False
g8_public_test__000303,fake,0.99883,image_text_relation,False
g8_public_test__000304,fake,0.999302,image_text_relation,False
g8_public_test__000305,fake,0.995569,image,True
g8_public_test__000306,real,0.995543,image_text_relation,False
g8_public_test__000307,real,0.823905,image,True
g8_public_test__000308,fake,0.999132,image_text_relation,False
g8_public_test__000309,fake,0.999096,image_text_relation,False
g8_public_test__000310,real,0.995132,image,True
g8_public_test__000311,fake,0.998929,image_text_relation,True
g8_public_test__000312,real,0.994208,image_text_relation,False
g8_public_test__000313,fake,0.839278,image_text_relation,False
g8_public_test__000314,real,0.994903,image_text_relation,False
g8_public_test__000315,fake,0.999098,image_text_relation,False
g8_public_test__000316,fake,0.996707,image,False
g8_public_test__000317,fake,0.989489,image,True
g8_public_test__000318,real,0.994951,image,False
g8_public_test__000319,fake,0.991113,image_text_relation,False
g8_public_test__000320,fake,0.999008,image_text_relation,True
g8_public_test__000321,real,0.993683,image,False
g8_public_test__000322,fake,0.998977,image_text_relation,False
g8_public_test__000323,fake,0.998875,image_text_relation,False
g8_public_test__000324,real,0.995099,image_text_relation,False
g8_public_test__000325,real,0.993746,image_text_relation,False
g8_public_test__000326,real,0.995282,image_text_relation,False
g8_public_test__000327,fake,0.999044,image_text_relation,False
g8_public_test__000328,fake,0.999139,image_text_relation,False
g8_public_test__000329,real,0.995516,image,False
g8_public_test__000330,fake,0.617773,uncertain,True
g8_public_test__000331,fake,0.999129,image_text_relation,False
g8_public_test__000332,fake,0.999352,image_text_relation,False
g8_public_test__000333,real,0.995854,image_text_relation,False
g8_public_test__000334,real,0.994982,image_text_relation,False
g8_public_test__000335,real,0.991271,image,True
g8_public_test__000336,real,0.995727,image,False
g8_public_test__000337,real,0.995767,image_text_relation,False
g8_public_test__000338,real,0.822915,image,True
g8_public_test__000339,real,0.995764,image,False
g8_public_test__000340,fake,0.999188,image_text_relation,False
g8_public_test__000341,fake,0.998975,image_text_relation,True
g8_public_test__000342,fake,0.999029,image_text_relation,True
g8_public_test__000343,real,0.991359,image,True
g8_public_test__000344,real,0.831611,image_text_relation,False
g8_public_test__000345,fake,0.999441,image_text_relation,False
g8_public_test__000346,fake,0.996086,image_text_relation,False
g8_public_test__000347,real,0.884819,text,False
g8_public_test__000348,fake,0.998951,image_text_relation,False
g8_public_test__000349,fake,0.999078,image_text_relation,False
g8_public_test__000350,real,0.995443,image,False
g8_public_test__000351,fake,0.592312,uncertain,True
g8_public_test__000352,real,0.99614,image,False
g8_public_test__000353,real,0.993893,image,False
g8_public_test__000354,real,0.995647,image,False
g8_public_test__000355,fake,0.979852,image,True
g8_public_test__000356,real,0.994271,image_text_relation,False
g8_public_test__000357,fake,0.998988,image_text_relation,False
g8_public_test__000358,fake,0.999178,image_text_relation,False
g8_public_test__000359,fake,0.996463,image_text_relation,False
g8_public_test__000360,fake,0.998212,image_text_relation,False
g8_public_test__000361,fake,0.999089,image_text_relation,False
g8_public_test__000362,fake,0.998027,image_text_relation,False
g8_public_test__000363,fake,0.999359,image_text_relation,False
g8_public_test__000364,fake,0.876863,image,True
g8_public_test__000365,real,0.996351,image,False
g8_public_test__000366,fake,0.998932,image_text_relation,False
g8_public_test__000367,real,0.997022,image_text_relation,False
g8_public_test__000368,real,0.995653,image_text_relation,False
g8_public_test__000369,real,0.986328,image,True
g8_public_test__000370,real,0.995963,image,False
g8_public_test__000371,real,0.985946,text,False
g8_public_test__000372,fake,0.998815,image_text_relation,False
g8_public_test__000373,real,0.996289,image,False
g8_public_test__000374,real,0.995999,image,False
g8_public_test__000375,fake,0.999603,image_text_relation,False
g8_public_test__000376,real,0.995349,image,False
g8_public_test__000377,real,0.993578,image,False
g8_public_test__000378,real,0.996169,image,True
g8_public_test__000379,fake,0.999145,image_text_relation,False
g8_public_test__000380,fake,0.999344,image_text_relation,False
g8_public_test__000381,real,0.99486,image,True
g8_public_test__000382,real,0.995838,image,False
g8_public_test__000383,fake,0.989281,image_text_relation,False
g8_public_test__000384,real,0.996398,image_text_relation,False
g8_public_test__000385,fake,0.88091,image_text_relation,False
g8_public_test__000386,real,0.996417,image,False
g8_public_test__000387,real,0.996282,image,False
g8_public_test__000388,fake,0.999062,image_text_relation,False
g8_public_test__000389,fake,0.999133,image_text_relation,False
g8_public_test__000390,fake,0.978869,image,False
g8_public_test__000391,fake,0.996636,image_text_relation,False
g8_public_test__000392,fake,0.95651,image,True
g8_public_test__000393,real,0.990151,image,True
g8_public_test__000394,fake,0.997786,image_text_relation,False
g8_public_test__000395,real,0.996377,image,False
g8_public_test__000396,real,0.995106,image,True
g8_public_test__000397,real,0.993964,image_text_relation,False
g8_public_test__000398,real,0.995488,image,False
g8_public_test__000399,real,0.994932,image,False
g8_public_test__000400,real,0.995999,image,False
g8_public_test__000401,real,0.995229,image,False
g8_public_test__000402,real,0.97982,image_text_relation,False
g8_public_test__000403,fake,0.999075,image_text_relation,False
g8_public_test__000404,fake,0.976661,image,True
g8_public_test__000405,fake,0.994199,text,False
g8_public_test__000406,real,0.820436,image,False
g8_public_test__000407,real,0.996702,image,False
g8_public_test__000408,fake,0.999154,image_text_relation,True
g8_public_test__000409,fake,0.998908,image_text_relation,False
g8_public_test__000410,fake,0.999009,image_text_relation,False
g8_public_test__000411,real,0.995503,image_text_relation,False
g8_public_test__000412,real,0.993157,image_text_relation,False
g8_public_test__000413,real,0.995588,image,False
g8_public_test__000414,fake,0.999077,image_text_relation,False
g8_public_test__000415,fake,0.999009,image_text_relation,False
g8_public_test__000416,fake,0.99182,image,False
g8_public_test__000417,real,0.996781,image,True
g8_public_test__000418,real,0.977296,text,False
g8_public_test__000419,real,0.992816,image_text_relation,False
g8_public_test__000420,real,0.993736,image,True
g8_public_test__000421,real,0.994144,image_text_relation,False
g8_public_test__000422,fake,0.999284,image_text_relation,False
g8_public_test__000423,fake,0.99022,image,False
g8_public_test__000424,real,0.995514,image_text_relation,False
g8_public_test__000425,real,0.995924,image_text_relation,False
g8_public_test__000426,real,0.995514,image_text_relation,False
g8_public_test__000427,fake,0.998574,image,False
g8_public_test__000428,real,0.586503,uncertain,True
g8_public_test__000429,fake,0.99318,image,False
g8_public_test__000430,real,0.996805,image_text_relation,False
g8_public_test__000431,fake,0.999097,image_text_relation,False
g8_public_test__000432,real,0.995338,image,False
g8_public_test__000433,real,0.995653,image_text_relation,False
g8_public_test__000434,fake,0.999116,image_text_relation,False
g8_public_test__000435,fake,0.986238,image,True
g8_public_test__000436,real,0.993077,image_text_relation,False
g8_public_test__000437,real,0.994641,image_text_relation,False
g8_public_test__000438,real,0.777321,text,False
g8_public_test__000439,fake,0.738805,image,True
g8_public_test__000440,real,0.990551,image,False
g8_public_test__000441,fake,0.98262,image_text_relation,False
g8_public_test__000442,fake,0.998897,image_text_relation,False
g8_public_test__000443,real,0.993321,image_text_relation,False
g8_public_test__000444,fake,0.999173,image_text_relation,True
g8_public_test__000445,fake,0.999297,image_text_relation,False
g8_public_test__000446,real,0.997279,image,False
g8_public_test__000447,real,0.995184,image,False
g8_public_test__000448,real,0.995517,image_text_relation,False
g8_public_test__000449,fake,0.90148,image,False
g8_public_test__000450,real,0.994089,image,False
g8_public_test__000451,real,0.996131,image,False
g8_public_test__000452,real,0.995443,image,False
g8_public_test__000453,fake,0.998994,image_text_relation,False
g8_public_test__000454,fake,0.994297,image_text_relation,False
g8_public_test__000455,real,0.987785,image,True
g8_public_test__000456,real,0.996242,image,False
g8_public_test__000457,real,0.849694,image_text_relation,False
g8_public_test__000458,fake,0.724884,image,True
g8_public_test__000459,real,0.988907,image,False
g8_public_test__000460,fake,0.998998,image_text_relation,False
g8_public_test__000461,fake,0.998948,image_text_relation,True
g8_public_test__000462,real,0.990231,image,False
g8_public_test__000463,real,0.987445,image_text_relation,False
g8_public_test__000464,fake,0.99904,image_text_relation,True
g8_public_test__000465,fake,0.998848,image_text_relation,False
g8_public_test__000466,fake,0.999068,image_text_relation,False
g8_public_test__000467,fake,0.999326,image_text_relation,False
g8_public_test__000468,fake,0.998968,image_text_relation,False
g8_public_test__000469,fake,0.961736,text,True
g8_public_test__000470,real,0.575852,uncertain,True
g8_public_test__000471,fake,0.993515,image,False
g8_public_test__000472,fake,0.999031,image_text_relation,False
g8_public_test__000473,fake,0.603216,uncertain,True
g8_public_test__000474,fake,0.999082,image_text_relation,False
g8_public_test__000475,fake,0.525273,uncertain,True
g8_public_test__000476,fake,0.906559,image,True
g8_public_test__000477,real,0.996386,image,False
g8_public_test__000478,real,0.991982,image_text_relation,False
g8_public_test__000479,real,0.93283,image_text_relation,False
g8_public_test__000480,real,0.9952,image_text_relation,False
g8_public_test__000481,real,0.655355,text,True
g8_public_test__000482,real,0.9939,image_text_relation,False
g8_public_test__000483,real,0.99535,image,False
g8_public_test__000484,real,0.995557,image,False
g8_public_test__000485,fake,0.99916,image_text_relation,False
g8_public_test__000486,fake,0.998875,image_text_relation,False
g8_public_test__000487,fake,0.995025,text,False
g8_public_test__000488,real,0.993114,image,True
g8_public_test__000489,real,0.995799,image,False
g8_public_test__000490,real,0.995863,image,False
g8_public_test__000491,fake,0.999214,image_text_relation,False
g8_public_test__000492,real,0.993873,image_text_relation,False
g8_public_test__000493,real,0.995184,image,False
g8_public_test__000494,fake,0.98706,text,False
g8_public_test__000495,real,0.996285,image_text_relation,False
g8_public_test__000496,real,0.995712,image,False
g8_public_test__000497,real,0.995807,image,False
g8_public_test__000498,fake,0.998885,image_text_relation,False
g8_public_test__000499,real,0.844948,text,True
